idhh,idindividual,site,larvaepos,adultpos,Latitude,Longitude,An. Stephensi pos
DDIC-041-C2,DDIC-041-C2-F06,DD City,Negative,Negative,811754,1062554,Negative
DDIC-041-C2,DDIC-041-C2-F07,DD City,Negative,Negative,811754,1062554,Negative
DDIC-041,DDIC-041-F01,DD City,Negative,Negative,811612,1062193,Negative
DDIC-041,DDIC-041-F02,DD City,Negative,Negative,811612,1062193,Negative
DDIC-041,DDIC-041-F03,DD City,Negative,Negative,811612,1062193,Negative
DDIC-041,DDIC-041-F04,DD City,Negative,Negative,811612,1062193,Negative
DDIC-042-C1,DDIC-042-C1-F01,DD City,Negative,Negative,811665,1061829,Negative
DDIC-042-C1,DDIC-042-C1-F02,DD City,Negative,Negative,811665,1061829,Negative
DDIC-042-C2,DDIC-042-C2-F01,DD City,Negative,Negative,811892,1062118,Negative
DDIC-042-C2,DDIC-042-C2-F02,DD City,Negative,Negative,811892,1062118,Negative
DDIC-042-C2,DDIC-042-C2-F03,DD City,Negative,Negative,811892,1062118,Negative
DDIC-042,DDIC-042-F01,DD City,Negative,Negative,812160,1062016,Negative
DDIC-042,DDIC-042-F02,DD City,Negative,Negative,812160,1062016,Negative
DDIC-042,DDIC-042-F03,DD City,Negative,Negative,812160,1062016,Negative
DDIC-042,DDIC-042-F04,DD City,Negative,Negative,812160,1062016,Negative
DDIC-042,DDIC-042-F05,DD City,Negative,Negative,812160,1062016,Negative
DDIC-043-C1,DDIC-043-C1-F01,DD City,Negative,Negative,812720,1062856,Negative
DDIC-043-C2,DDIC-043-C2-F01,DD City,Negative,Negative,809456,1064047,Negative
DDIC-043-C2,DDIC-043-C2-F02,DD City,Negative,Negative,809456,1064047,Negative
DDIC-043-C2,DDIC-043-C2-F03,DD City,Negative,Negative,809456,1064047,Negative
DDIC-043-C2,DDIC-043-C2-F04,DD City,Negative,Negative,809456,1064047,Negative
DDIC-043-C3,DDIC-043-C3-F01,DD City,Negative,Negative,810654,1062150,Negative
DDIC-043-C3,DDIC-043-C3-F02,DD City,Negative,Negative,810654,1062150,Negative
DDIC-043,DDIC-043-F01,DD City,Negative,Negative,812166,1062035,Negative
DDIC-043,DDIC-043-F02,DD City,Negative,Negative,812166,1062035,Negative
DDIC-043,DDIC-043-F03,DD City,Negative,Negative,812166,1062035,Negative
DDIC-044-C1,DDIC-044-C1-F01,DD City,Negative,Negative,810622,1061932,Negative
DDIC-044-C1,DDIC-044-C1-F02,DD City,Negative,Negative,810622,1061932,Negative
DDIC-044-C1,DDIC-044-C1-F03,DD City,Negative,Negative,810622,1061932,Negative
DDIC-044-C1,DDIC-044-C1-F04,DD City,Negative,Negative,810622,1061932,Negative
DDIC-044-C2,DDIC-044-C2-F01,DD City,Negative,Negative,811937,1061520,Negative
DDIC-044-C2,DDIC-044-C2-F02,DD City,Negative,Negative,811937,1061520,Negative
DDIC-044-C3,DDIC-044-C3-F01,DD City,Negative,Negative,811591,1061803,Negative
DDIC-044-C3,DDIC-044-C3-F02,DD City,Negative,Negative,811591,1061803,Negative
DDIC-044-C3,DDIC-044-C3-F03,DD City,Negative,Negative,811591,1061803,Negative
DDIC-044-C3,DDIC-044-C3-F04,DD City,Negative,Negative,811591,1061803,Negative
DDIC-044-C3,DDIC-044-C3-F05,DD City,Negative,Negative,811591,1061803,Negative
DDIC-044,DDIC-044-F01,DD City,Negative,Negative,812472,1062291,Negative
DDIC-044,DDIC-044-F02,DD City,Negative,Negative,812472,1062291,Negative
DDIC-044,DDIC-044-F03,DD City,Negative,Negative,812472,1062291,Negative
DDIC-045-C1,DDIC-045-C1-F01,DD City,Negative,Negative,810871,1062109,Negative
DDIC-045-C1,DDIC-045-C1-F02,DD City,Negative,Negative,810871,1062109,Negative
DDIC-045-C2,DDIC-045-C2-F01,DD City,Negative,Negative,812186,1062072,Negative
DDIC-045-C2,DDIC-045-C2-F02,DD City,Negative,Negative,812186,1062072,Negative
DDIC-045-C2,DDIC-045-C2-F03,DD City,Negative,Negative,812186,1062072,Negative
DDIC-045-C2,DDIC-045-C2-F04,DD City,Negative,Negative,812186,1062072,Negative
DDIC-045-C3,DDIC-045-C3-F01,DD City,Negative,Negative,811350,1062176,Negative
DDIC-045-C3,DDIC-045-C3-F02,DD City,Negative,Negative,811350,1062176,Negative
DDIC-045-C3,DDIC-045-C3-F03,DD City,Negative,Negative,811350,1062176,Negative
DDIC-045-C3,DDIC-045-C3-F04,DD City,Negative,Negative,811350,1062176,Negative
DDIC-045,DDIC-045-F01,DD City,Negative,Negative,812205,1061897,Negative
DDIC-045,DDIC-045-F02,DD City,Negative,Negative,812205,1061897,Negative
DDUIC-001-C1,DDUIC-001-C1-F01,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-001-C1,DDUIC-001-C1-F02,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-001-C1,DDUIC-001-C1-F03,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-001-C2,DDUIC-001-C2-F01,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-001-C2,DDUIC-001-C2-F02,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-001-C2,DDUIC-001-C2-F03,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-001-C3,DDUIC-001-C3-F01,DDU,Negative,Negative,819995,10647558,Negative
DDUIC-001-C3,DDUIC-001-C3-F02,DDU,Negative,Negative,819995,10647558,Negative
DDUIC-001-C3,DDUIC-001-C3-F03,DDU,Negative,Negative,819995,10647558,Negative
DDUIC-001,DDUIC-001-F01,DDU,Positive,Negative,811895,1064860,Positive
DDUIC-001,DDUIC-001-F02,DDU,Positive,Negative,811895,1064860,Positive
DDUIC-002-C1,DDUIC-002-C1-F01,DDU,Negative,Negative,812051,1064779,Negative
DDUIC-002-C2,DDUIC-002-C2-F01,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-002-C3,DDUIC-002-C3-F01,DDU,Negative,Negative,812021,1064779,Negative
DDUIC-002-C3,DDUIC-002-C3-F02,DDU,Negative,Negative,812021,1064779,Negative
DDUIC-002-C3,DDUIC-002-C3-F03,DDU,Negative,Negative,812021,1064779,Negative
DDUIC-002,DDUIC-002-F01,DDU,Positive,Negative,811894,1064766,Positive
DDUIC-002,DDUIC-002-F02,DDU,Positive,Negative,811894,1064766,Positive
DDUIC-003-C1,DDUIC-003-C1-F01,DDU,Positive,Negative,812147,1064831,Positive
DDUIC-003-C2,DDUIC-003-C2-F01,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-003-C3,DDUIC-003-C3-F01,DDU,Negative,Positive,81215,1064918,Positive
DDUIC-003-C3,DDUIC-003-C3-F02,DDU,Negative,Positive,81215,1064918,Positive
DDUIC-003,DDUIC-003-F01,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-003,DDUIC-003-F02,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-003,DDUIC-003-F03,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-004-C1,DDUIC-004-C1-F01,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-004-C1,DDUIC-004-C1-F02,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-004-C2,DDUIC-004-C2-F01,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-004-C2,DDUIC-004-C2-F02,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-004-C2,DDUIC-004-C2-F03,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-004-C3,DDUIC-004-C3-F01,DDU,Negative,Positive,812145,1064792,Positive
DDUIC-004-C3,DDUIC-004-C3-F02,DDU,Negative,Positive,812145,1064792,Positive
DDUIC-004,DDUIC-004-F01,DDU,Negative,Negative,812051,1064779,Negative
DDUIC-005-C1,DDUIC-005-C1-F01,DDU,Negative,Positive,812150,1064918,Positive
DDUIC-005-C2,DDUIC-005-C2-F01,DDU,Negative,Negative,812447,1064750,Negative
DDUIC-005-C3,DDUIC-005-C3-F01,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-005,DDUIC-005-F01,DDU,Negative,Negative,811990,1064758,Negative
DDUIC-006-C1,DDUIC-006-C1-F01,DDU,Negative,Positive,812051,1064779,Positive
DDUIC-006-C2,DDUIC-006-C2-F01,DDU,Positive,Negative,811995,10644758,Positive
DDUIC-006-C3,DDUIC-006-C3-F01,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-006,DDUIC-006-F01,DDU,Negative,Negative,812045,1064863,Negative
DDUIC-007-C1,DDUIC-007-C1-F01,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-007-C2,DDUIC-007-C2-F01,DDU,Negative,Negative,812156,1064881,Negative
DDUIC-007,DDUIC-007-F01,DDU,Negative,Negative,811892,1064766,Negative
DDUIC-008-C1,DDUIC-008-C1-F01,DDU,Negative,Positive,812156,1064881,Positive
DDUIC-008-C1,DDUIC-008-C1-F02,DDU,Negative,Positive,812156,1064881,Positive
DDUIC-008-C2,DDUIC-008-C2-F01,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-008-C2,DDUIC-008-C2-F02,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-008-C3,DDUIC-008-C3-F01,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-008-C3,DDUIC-008-C3-F02,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-008-C3,DDUIC-008-C3-F03,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-008-C3,DDUIC-008-C3-F04,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-008,DDUIC-008-F01,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-008,DDUIC-008-F02,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-008,DDUIC-008-F03,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-009-C1,DDUIC-009-C1-F01,DDU,Negative,Negative,812051,1064779,Negative
DDUIC-009-C2,DDUIC-009-C2-F01,DDU,Negative,Negative,812003,1064874,Negative
DDUIC-009-C2,DDUIC-009-C2-F02,DDU,Negative,Negative,812003,1064874,Negative
DDUIC-009,DDUIC-009-F01,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-009,DDUIC-009-F02,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-009,DDUIC-009-F03,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-010-C1,DDUIC-010-C1-F01,DDU,Negative,Positive,812003,1064794,Positive
DDUIC-010-C1,DDUIC-010-C1-F02,DDU,Negative,Positive,812003,1064794,Positive
DDUIC-010,DDUIC-010-F01,DDU,Negative,Negative,812056,1064881,Negative
DDUIC-012-C1,DDUIC-012-C1-F01,DDU,Positive,Negative,811944,1064840,Positive
DDUIC-012-C1,DDUIC-012-C1-F02,DDU,Positive,Negative,811944,1064840,Positive
DDUIC-012-C2,DDUIC-012-C2-F01,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-012-C2,DDUIC-012-C2-F02,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-012-C3,DDUIC-012-C3-F01,DDU,Negative,Negative,NA,NA,Negative
DDUIC-012,DDUIC-012-F01,DDU,Positive,Negative,811897,1064791,Positive
DDUIC-012,DDUIC-012-F02,DDU,Positive,Negative,811897,1064791,Positive
DDUIC-013-C1,DDUIC-013-C1-F01,DDU,Negative,Positive,812150,1064918,Positive
DDUIC-013-C1,DDUIC-013-C1-F02,DDU,Negative,Positive,812150,1064918,Positive
DDUIC-013-C2,DDUIC-013-C2-F01,DDU,Negative,Positive,812003,1064794,Positive
DDUIC-013-C3,DDUIC-013-C3-F01,DDU,Negative,Positive,811897,1064791,Positive
DDUIC-013-C3,DDUIC-013-C3-F02,DDU,Negative,Positive,811897,1064791,Positive
DDUIC-013-C3,DDUIC-013-C3-F03,DDU,Negative,Positive,811897,1064791,Positive
DDUIC-013,DDUIC-013-F01,DDU,Positive,Negative,810545,1061747,Positive
DDUIC-014-C1,DDUIC-014-C1-F01,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-014-C1,DDUIC-014-C1-F02,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-014-C2,DDUIC-014-C2-F01,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-014,DDUIC-014-F01,DDU,Positive,Negative,812056,1064835,Positive
DDUIC-014,DDUIC-014-F02,DDU,Positive,Negative,812056,1064835,Positive
DDUIC-014,DDUIC-014-F03,DDU,Positive,Negative,812056,1064835,Positive
DDUIC-015-C1,DDUIC-015-C1-F01,DDU,Negative,Positive,811987,1064856,Positive
DDUIC-015-C1,DDUIC-015-C1-F02,DDU,Negative,Positive,811987,1064856,Positive
DDUIC-015-C2,DDUIC-015-C2-F01,DDU,Positive,Negative,811888,1064821,Positive
DDUIC-015-C3,DDUIC-015-C3-F01,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-015-C3,DDUIC-015-C3-F02,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-015-C3,DDUIC-015-C3-F03,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-015,DDUIC-015-F01,DDU,Positive,Negative,812003,1064794,Positive
DDUIC-016-C1,DDUIC-016-C1-F01,DDU,Negative,Positive,812056,1064835,Positive
DDUIC-016-C1,DDUIC-016-C1-F02,DDU,Negative,Positive,812056,1064835,Positive
DDUIC-016-C2,DDUIC-016-C2-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-016-C2,DDUIC-016-C2-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-016-C2,DDUIC-016-C2-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-016,DDUIC-016-F01,DDU,Negative,Positive,812048,1064912,Positive
DDUIC-016,DDUIC-016-F02,DDU,Negative,Positive,812048,1064912,Positive
DDUIC-016,DDUIC-016-F03,DDU,Negative,Positive,812048,1064912,Positive
DDUIC-017-C1,DDUIC-017-C1-F01,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-017-C1,DDUIC-017-C1-F02,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-017-C1,DDUIC-017-C1-F03,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-017-C1,DDUIC-017-C1-F04,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-017-C1,DDUIC-017-C1-F05,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-017-C2,DDUIC-017-C2-F01,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-017-C2,DDUIC-017-C2-F02,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-017-C2,DDUIC-017-C2-F03,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-017-C3,DDUIC-017-C3-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-017-C3,DDUIC-017-C3-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-017-C3,DDUIC-017-C3-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-017-C3,DDUIC-017-C3-F04,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-017-C3,DDUIC-017-C3-F05,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-017-C3,DDUIC-017-C3-F06,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-017,DDUIC-017-F01,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-017,DDUIC-017-F02,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-017,DDUIC-017-F03,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-017,DDUIC-017-F04,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-018-C1,DDUIC-018-C1-F01,DDU,Negative,Negative,812056,1064835,Negative
DDUIC-018-C1,DDUIC-018-C1-F02,DDU,Negative,Negative,812056,1064835,Negative
DDUIC-018-C1,DDUIC-018-C1-F03,DDU,Negative,Negative,812056,1064835,Negative
DDUIC-018-C1,DDUIC-018-C1-F04,DDU,Negative,Negative,812056,1064835,Negative
DDUIC-018-C2,DDUIC-018-C2-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-018-C2,DDUIC-018-C2-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-018-C2,DDUIC-018-C2-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-018-C2,DDUIC-018-C2-F04,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-018-C3,DDUIC-018-C3-F01,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-018-C3,DDUIC-018-C3-F02,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-018-C3,DDUIC-018-C3-F03,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-018,DDUIC-018-F01,DDU,Positive,Negative,812051,1064779,Positive
DDUIC-018,DDUIC-018-F02,DDU,Positive,Negative,812051,1064779,Positive
DDUIC-018,DDUIC-018-F03,DDU,Positive,Negative,812051,1064779,Positive
DDUIC-018,DDUIC-018-F04,DDU,Positive,Negative,812051,1064779,Positive
DDUIC-019-C1,DDUIC-019-C1-F01,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-019-C1,DDUIC-019-C1-F02,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-019-C1,DDUIC-019-C1-F03,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-019-C1,DDUIC-019-C1-F04,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-019-C1,DDUIC-019-C1-F05,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-019-C2,DDUIC-019-C2-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-019-C2,DDUIC-019-C2-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-019-C2,DDUIC-019-C2-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-019-C2,DDUIC-019-C2-F04,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-019,DDUIC-019-F01,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-019,DDUIC-019-F02,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-019,DDUIC-019-F03,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-019,DDUIC-019-F04,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-019,DDUIC-019-F05,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-019,DDUIC-019-F06,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-020-C1,DDUIC-020-C1-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C1,DDUIC-020-C1-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C1,DDUIC-020-C1-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C1,DDUIC-020-C1-F04,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C2,DDUIC-020-C2-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C2,DDUIC-020-C2-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C2,DDUIC-020-C2-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C2,DDUIC-020-C2-F04,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-020-C3,DDUIC-020-C3-F01,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-020-C3,DDUIC-020-C3-F02,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-020-C3,DDUIC-020-C3-F03,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-020-C3,DDUIC-020-C3-F04,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-020-C3,DDUIC-020-C3-F05,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-020-C3,DDUIC-020-C3-F06,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-020,DDUIC-020-F01,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-020,DDUIC-020-F02,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-020,DDUIC-020-F03,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-021-C1,DDUIC-021-C1-F01,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-021-C1,DDUIC-021-C1-F02,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-021-C1,DDUIC-021-C1-F03,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-021-C1,DDUIC-021-C1-F04,DDU,Negative,Negative,811954,1064776,Negative
DDUIC-021-C2,DDUIC-021-C2-F01,DDU,Negative,Negative,811984,1064856,Negative
DDUIC-021-C2,DDUIC-021-C2-F02,DDU,Negative,Negative,811984,1064856,Negative
DDUIC-021-C2,DDUIC-021-C2-F03,DDU,Negative,Negative,811984,1064856,Negative
DDUIC-021-C3,DDUIC-021-C3-F01,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-021-C3,DDUIC-021-C3-F02,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-021-C3,DDUIC-021-C3-F03,DDU,Negative,Negative,812003,1064794,Negative
DDUIC-021,DDUIC-021-F01,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-021,DDUIC-021-F02,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-021,DDUIC-021-F03,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-022-C1,DDUIC-022-C1-F01,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-022-C1,DDUIC-022-C1-F02,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-022-C1,DDUIC-022-C1-F03,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-022-C2,DDUIC-022-C2-F01,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C2,DDUIC-022-C2-F02,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C2,DDUIC-022-C2-F03,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C3,DDUIC-022-C3-F01,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C3,DDUIC-022-C3-F02,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C3,DDUIC-022-C3-F03,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C3,DDUIC-022-C3-F04,DDU,Negative,Negative,812150,1064918,Negative
